Categoria
Lit. Infantojuvenil-Contos índigenas
Lit. Infantojuvenil-Literatura brasileira
Lit. Infantojuvenil-Atividades
Lit. Infantojuvenil-Lendas
Lit. Infantojuvenil-Ficção indígena
Lit. Infantojuvenil-Lendas africanas
Lit. Infantojuvenil - Contos africanos
Clássicos - HQ
História - HQ
Lit. Infantojuvenil - Contos
Crônica Brasileira
Assuntos Gerais - Curiosidades
Lit. Infantojuvenil - Sociedade
Literatura Inglesa - Novela
Literatura Juvenil - Vampiros
Lit. Infantojuvenil - Preconceito 
Lit. Infantojuvenil - Vida
Lit. Infantojuvenil - Poesia 
Lit. Infantojuvenil - Pais e filhos
Lit. Infantojuvenil - Horror e Mistério
Lit. Infantojuvenil -Contos tradicionais
Lit. Infantojuvenil - Humor
Contos de fadas
Contos brasileiros - Mistério
Lit. Infantojuvenil - Capoeira
História do Brasil - Ditadura Militar
História do Brasil
História - Cidadania
Cultura Africana e Afro-brasileira
Espanhol - Estudo e Ensino
Inglês - Estudo e Ensino
Meio ambiente
Poeisa - Estudo e Ensino
Literatura - Leitura
Literatura de Cordel - Estudo e Ensino
HQ - Clássicos
Lit. Infantojuvenil - Lugares
Lit. Infantojuvenil - Mitologia Latino-Americana
Lit. Infantojuvenil - Contos tradicionais africanos
Lit. Infantojuvenil - Festas folclóricas
Clássicos
Lit. Infantojuvenil - Diário
Lit. Infantojuvenil - Cultura Brasileira
Lit. Infantojuvenil - Palavras
HQ - Lenda Brasileira
Literatura norte-americana - Mistério
Literatura Brasileira - Mistério
Contos Infantojuvenis - Terror
Lit. Infantojuvenil - Geografia
Lit. Infantojuvenil - Bichos
Cordel 
Lit. Infantojuvenil - bichos
Lit. Infantojuvenil - Morte
Lit. Infantojuvenil - Primeiras Leituras
Lit. Infantojuvenil - Livros e leitura
Lit. Infantojuvenil - Diversidade  Cultural
Lit. Infantojuvenil - Sentimentos/Amor
Lit. Infantojuvenil - Poemas
Lit. Infantojuvenil - Magia
Lit. Infantojuvenil - Lendas indígenas
Lit. Infantojuvenil-Fábulas indígenas
Lit. Infantojuvenil- Lendas da Amazônia
Lit. Infantojuvenil-Contos chineses
Lit. Juvenil-Problemas sociais
Lit. Infantojuvenil-Cultura popular
Lit. Juvenil-Poesia brasileira
Lit. Infantojuvenil-Internet
Lit. Infantojuvenil-Conto russo
Lit. Infantojuvenil-Diferenças individuais
Lit. Infantojuvenil-Poemas/Dobraduras
Lit. Infantil-Animais
Lit. Infantojuvenil-Contos russos
Lit. Infantojuvenil-Mistério
Lit. Infantojuvenil-Temperamento
Lit. Infantojuvenil-Teatro
Lit. Infantojuvenil-Medo
Lit. Infantojuvenil-Partes do corpo
Lit. Infantojuvenil-Linguagem oral
Lit. Infantojuvenil - Quilombo
Lit. Infantojuvenil - Rimas
Lit. Infantojuvenil - Crônicas
Lit. Infantojuvenil - Aids
Lit. Infantojuvenil - Deficiência
Lit. Infantojuvenil - Romance
Ficção brasileira
Crítica literária
Lit. Infantojuvenil - Contos 
Ficção infantojuvenil brasileira
Civilização moderna
Lit. Infantojuvenil - Heróis
Antologias - Contos brasileiros
Lit. infantojuvenil - mistério 
Lit.Infantojuvenil - Contos
Conflito árabe-israelense
""
Lit. Brasileira - Poesia
ROMANCE AMERICANO
GRAPHIC NOVEL
Lit.Infantojuvenil- Contos
Lit. Infantojuvenil - Cordel
Lit. Infantojuvenil - Negro
Lit. Infantojuvenil - Alimentação
Lit. Infantil brasileira
Lit. Infantojuvenil - Músicos
Antologias - Contos de fadas
Contos - Lit. Infantil
Lit.Infantojuvenil - Adivinhas
Lit.Infantojuvenil brasileira
Ativistas políticas - Biografias
Lit. juvenil brasileira
Lit.Infantojuvenil-Culinária
Lit.Infantojuvenil - Folclore
Lit.Infantojuvenil - Lendas
Conto infantojuvenil
Conto infantojuvenil - latino-americano
Deficientes visuais: Memórias
Literaruta infantil
Lit.Infantojuvenil - Animais
Literaruta infantil - Dinossauros
Lit.Infantojuvenil - Astronomia
Usos e costumes
Lit.Infantojuvenil - Meio ambiente
Lit.Infantojuvenil inglesa
Sobrenatural: ficção
Poesia infantojuvenil
Lit. Brasileira - Microcontos
Lit. norte-americana
Educação: cinema na sala de aula
Música popular: aspectos políticos
Carnaval: poesia
Lit.Infantojuvenil: cosmologia
Lit. moçambicana em português
Antologias
Lit. nigeriana em inglês
Haicais - poesia
Ficção
Brasil: mulheres
África: história
África: contos
Síria: diário
Lit. brasileira
Contos
Lit. juvenil
Direitos humanos - violação
Lit. africana
Escritoras: Brasil
Lit. de cordel brasileira
Contos Infantojuvenis 
Contos russos
Contos infantojuvenis
Lit. em cordel brasileira
Lit.Infantojuvenil indígena
Folclore: Brasil
Ficçâo brasileira
Històrias sem palavras
Contos: literatura russa
Literatura de cordel
Contos árabe
Histórias da vida
Lit. infantojuvenil
"Lit, Brasileira I"
Hist. Em quadrinhos
Crônicas 
"Lit, Juvenil brasileira "
"Lit, infantil"
Lit. inafantojuvenil
Lit.infantojuvenil
Ficçâo americana
Mitologia grega: lit. infantojuvenil
Ficção americana
Literatura infantojuvenil
Ficção - Literatura infantojuvenil
Literarura infantil
Literarura em cordel brasileira
Histórias em quadrinhos
Comunismo - Brasil - História
Quadrinhos
Conto infantojuvenil irlandês
Ficção - Literatura infantojuvenil inglesa
Ficção - Literatura infantojuvenil brasileira
Literatura infantil
Literatura francesa
Conto infantojuvenil brasileiro
Literatura infantojuvenil alemã
Conto infantojuvenil 
Ficção fantástica americana
Ficção canadense
Fábula francesa
Animais
Educação musical
Poesia de cordel
Mitologia
Poesia  
Contos indígenas
Crise Migratória
Poesia infantil
Livros em movimento - Literatura Portuguesa
Livros em movimento - Literatura francesa
Livros em movimento - Literatua brasileira
Livros em movimento - Literatura brasileira
Livros em movimento - Poesia brasileira
Livros em movimento - Literatura italiana
Livros em movimento - Contos brasileiros
Livros em movimento - Literatura argentina
Livros em movimento - Literatura angolana
Livros em movimento - Literatura chilena
Livros em movimento - Literatura indiana
Livros em movimento - Poesia portuguesa
Livros em movimento - Literatura alemã
Livros em movimento - Literatura uruguaia
Livros em movimento - Literatura guatemalteca
Livros em movimento - Literatura russa
"Leia, professora! Leia, professor! - Literatura infantil polonesa"
"Leia, professora! Leia, professor! - Literatura norte-americana"
"Leia, professora! Leia, professor! - Literatura brasileira"
"Leia, professora! Leia, professor! - Literatura inglesa"
"Leia, professora! Leia, professor! - Contos brasileiros"
"Leia, professora! Leia, professor! - Literatura portuguesa"
"Leia, professora! Leia, professor! - Literatura moçambicana"
Literatura infantojuvenil - Biografia
Literatura infantojuvenil - Aventura
Literatura infantojuvenil angolana - Teatro
Literatura africana - Guiné
CRONICAS BRASILEIRAS
FÁBULAS
Literatura infanto juvenil - Aventura
Conto infanto juvenil -   Mitologia
Contos Tradicionais - Mulheres
Literatura infanto juvenil - Ficção
POESIA 
CONTO
Literatura infanto juvenil 
Literatura infanto juvenil Indígena
Crônica brasileira
Literatura infanto juvenil - Novela sobre TDA
Literatura cubana
Conto
Ziraldo
Pedro Bandeira
Magias e Criaturas
Cordel
Literatura Infantil - Folclore
Literatura Infantil - Conto afro
Literatura infantojuvenil - Conto
Literatura infantil - Reconto de contos de fadas
Literatura infantil - Mudança
Literatura infantojuvenil - Indígena
Literatura juvenil - Novela francesa
Literatura infantil - Poesia e receitas culinárias
Poesia infantil 
Literatura infantil - Indígena
Literatura infantojuvenil - Comunicação
Literatura infantil - Conto - Luto
Literatura infantil - Comunicação
Livro de imagem - Diversidade
Literatura infantojuvenil - Animais
Literatura infantil - Sentimentos
Literatura infantojuvenil - Meio ambiente
Literatura infantojuvenil francesa - Pessoa com Deficiência
Literatura infantil - Animais
Literatura infantojuvenil - Afrobrasileira
Poesia infantil - Afro
Literatura infantil - Ziraldo
Literatura infantojuvenil - sentidos e sensações
Literatura infantojuvenil - Diversidade
Literatura infantil - Poesia
Literatura infantojuvenil - Tempo
Literatura infantojuvenil - Reconto de conto de fadas
Literatura infantojuvenil - Livros
Literatura infanto juvenil - Sentimentos
Literatura infantojuveil - Aventura
Literatura infantojuvenil - Contos
Literatura infantojuvenil - Amizade
Literatura infantojuvenil - Ditadura militar
Literatura infantojuvenil - Poesia
Literatura infantojuvenil - Sentimentos
Teatro infantil
Literatura infantojuvenil - Reconto 
Relato de viagem - Crônicas
Conto tradicional africano
Poesia brasileira - Cordel
Contos populares
Literatura norte-americanca - Mistério
Literatura infantojuvenil - Amor
Contos brasileiros - Terror
Literatura juvenil brasileira - Refugiados
Literatura juvenil brasileira - Mistério e literatura
Literatura juvenil - África
Clássicos da literatura - Aventura
Literatura juvenil - Mistério
Literatura juvenil - Adolescência
Literatura infantojuvenil - Adolescência
Romance brasileiro
Contos brasileiros 
Literatura juvenil - Bullying e Cyberbullying
História da África
Literatura juvenil - Amizade
Mitologia grega
Literatura juvenil - Poesia
Literatura juvenil - Ficção
Literatura juvenil- Conto
Literatura juvenil- aventura
Literatura juvenil- cronicas
PEDRO BANDEIRA
Romance Inglês
Literatura juvenil brasileira - HQ
Biografia - História Contemporânea
Literatura juvenil brasileira - TEATRO E CORDEL
Literatura juvenil- NOVELA
Literatura juvenil- poesia e ilustrações
Literatura juvenil- Teatro e conto classico
Literatura juvenil indiana
Literatura juvenil Magias e Criaturas
Literatura juvenil Coreana
Literatura juvenil alemã
HQ - Descobrimento da América
Literatura juvenil-romance
Literatura juvenil- Teatro /  NOVELA
Literatura juvenil - Mistério/ SUSPENSE 
Poema
Literatura juvenil-magias e criaturas
POESIA
Literatura infanto juvenil - superação
Literatura infanto juvenil - Contos Africanos
CONTOS DA AMERICA LATINA
"Literatura infanto juvenil - romance de aventura e ficção científica,"
Literatura infanto juvenil - MULHERES NA MITOLOGIA GREGA
Literatura juvenil -  contos populares portugueses
Literatura INFANTO juvenil -  TEATRO
POEMAS
Literatura juvenil -  PRECONCEITO E INTOLERANCIA
Literatura juvenil RETRATO BRASIL INTERIORANO
CRONICAS
Literatura infanto juvenil - contos de fadas / contos folcloricos
Literatura infanto juvenil -AVENTURA
Literatura infanto juvenil -DRAMA
Literatura infanto juvenil -ROMANCE
Literatura infanto juvenil -TEATRO
Literatura infanto juvenil FICÇÃO AMERICANA
FABULAS
Literatura infanto juvenil - ROMANCE CLASSICOS
Literatura infanto juvenil LENDAS BRASILEIRAS
Literatura infanto juvenil magias e criaturas
Literatura infanto juvenil FICÇÃO NEGRA
LITERATURA INFANTOJUVENIL CONTO
HOLOCAUSTO JUDEU/ HISTORIA
Literatura infanto juvenil -RUTE  ROCHA GRECIA ANTIGA
POESIA BRASILEIRA
POESIA INFANTOJUVENIL BRASILEIRA
INFANTOJUVENIL (SUSPENSE; BULLYING)
FICÇÃO - AMOR
INFANTOJUVENIL - CONTOS - EMANCIPAÇÃO FEMININA
LITERATURA FRANCESA -AVENTURA
LITERATURA AMERICANA - AVENTURA
LITERATURA BRASILEIRA - FICÇÃO
"INFANTOJUVENIL - MISTÉRIO, IMAGINÁRIO"
LITERATURA INFANTIL - QUADRINHOS
LITERATURA INFANTOJUVENIL BRASILEIRA - Pluralidade cultural / Conto / Relacionamento familiar / África
LITERATURA INFANTOJUVENIL; CONTO BRASILEIRO; CULTURA AFRICANA
LITERATURA  INFANTIL; QUADRINHOS; FICÇÃO
LITERATURA INFANTOJUVENIL; INDÍGENA; AMIZADE
BIOGRAFIA; CRIANÇAS JUDIAS NO HOLOCAUSTRO
LITERATURA INFANTOJUVENIL; FICÇÃO BRASILEIRA; INDÍGENA
FICÇÃO JUVENIL AMERICANA; 
HUMOR INFANTOJUVENIL BRASILEIRO; PARLENDAS; ADIVINHAS
FICÇÃO INFANTOJUVENIL BRASILEIRA; CONTO AFRICANO
LITERATURA INFANTOJUVENIL; 
CRONICAS BRASILEIRAS; FUTEBOL; 
LITERATURA INFANTOJUVENIL; FICÇÃO
POESIA; LITERATURA INFANTOJUVENIL
LITERATURA NORTE-AMERICANA; FICÇÃO CIENTÍFICA
LITERATURA INFANTOJUVENIL; SUSPENSE; AVENTURA
CRONICA INFANTOJUVENIL
FICÇÃO JUVENIL;  CONTO DE FADAS
CONTOS BRASILEIROS; 
LITERATURA JUVENIL; CRONICAS; ADOLESCENCIA; CONVIVENCIA
LITERATURA JUVENIL; ADOLESCENCIA; EXCLUSÃO E INCLUSÃO
TEATRO INFANTOJUVENIL BRASILEIRO
LITERATURA INFANTOJUVENIL; POEMA; REFUGIADOS; SAUDADE
LITERATURA INFANTOJUVENIL; SUPERAÇÃO; 
LITERATURA INFANTOJUVENIL; POEMAS 
FICÇÃO INFANTOJUVENIL;  IMAGINAÇÃO;
FICÇÃO INFANTOJUVENIL; PLURALIDADE; 
FICÇÃO INFANTOJUVENIL; TEMATICA AFRO;
FICÇÃO INFANTOJUVENIL; 
LITERATURA INFANTOJUVENIL; MAGIAS E CRIATURAS
LITERATURA INFANTOJUVENIL; CONTO
"LITERATURA INFANTOJUVENIL; GUERRAS, CONFLITOS MUNDIAIS"
LITERATURA INFANTOJUVENIL; ADOLESCENCIA; BULLYING
LITERATURA INFANTOJUVENIL; NOVELA
LITERATURA INFANTOJUVENIL; HQ
LITERATURA INFANTOJUVENIL; ROMANCE
POESIA INFANTIL
LITERATURA INFANTOJUVENIL BRASILEIRA
Literatura juvneil inglesa - Austimo
Biografia - Holocausto
Literatura juvenil norte-americana - Diversidade
Literatura juvenil norte-americana - Mistério / Amizade
Literatura infantojuvenil brasileira - Mistério
Literatura infantojuvenil brasileira - Comunicação / História
Literatura infantojuvenil brasileira - Afrobrasileira
Biografia - Mulheres
Literatura infantojuvenil norte-americana - Aventura / Fantasia
Literatura infantil - Diversidade
Literatura infantojuvenil - Futebol / Mistério
Literatura juvenil brasileira - Bullying / Fake News
Poesia juvenil
Literatura infantojuvenil brasileira - Família
Literatura infantojuvenil brasileira - Indígena
Conto popular egípcio
Fábulas - Ruth Rocha
Literatura infantojuvenil brasileira - Bullying
Literatura infantil brasileira - Amizade
Literatura infantil brasileira - Tempo
Literatura juvenil brasileira - Vacina
Literatura juvenil brasileira - Ecologia
Literatura infantojuvenil brasileira - Pedro Bandeira
Poesia brasileira
Poesia brasileira - Biografia
Literatura infantojuvenil - Cotidiano
Literatura juvenil - Teatro
Literatura infantil - Fantasia
Literatura infantojuvenil - Preconceito
Literatura infantojuvenil - Reconto de contos de fadas
Literatura infantojuvenil - Clássico
Literatura juvenil - Aventura / Imaginação
Literatura juvenil - AVentura /Ética
Literatura infantojuvenil inglesa - Reconto de conto de fada
Contos tradicionais brasileiros de mistério
Literatura infantojuvenil - Romance
Literatura infantojuvenil - Aventura/História
Literatura infantojuvenil Ficção/ Imigrantes/Amizade
CORDEL
Literatura infantojuvenil Ficção brasileira
Literatura estrangeira - Holocausto
Literatura brasileira - Crônicas
Literatura juvenil brasileira - Mistério
Literatura juvenil brasileira - Romance policial
Contos moçambicanos
Literatura infantojuvenil - Refugiados
Literatura infantojuvenil brasileira - Crônicas
Poesia infantil brasileira
HQ - Ziraldo
Literatura infantojuvenil - Estrangeiros/Africanos
Literatura infantojuvenil -Teatro
Literatura infantojuvenil brasileira - Sentimentos
Literatura infantojuvenil brasileira - Adaptação 
Literatura infantojuvenil - Teatro
Literatura inglesa - Guerra
Literatura infantojuvenil brasileira - Diversidade cultural
Literatura infantojuvenil brasileira - Amizade / Preconceito
Conto brasileiro - Sentimentos
Literatura infantil - Morte e luto
Literatura infantojuvenil - Holocausto
Teatro infantojuvenil
Literatura infantojuvenil - Contos tradicionais
HQ - Biografia
HQ - Diferenças / Síndrome de Down
Literatura infantojuvenil - Folclore brasileiro
Literatura infantil - Cores
Literatura juvenil - Ditadura Militar
Literatura infantojuvenil - Família
Literatura infantojuvenil - Mistério
Literatura infantojuvenil - Contos - Adolescência
Literatura infantojuvenil - Clássicos adaptados
HQ - Clássicos adaptados
Literatura infantojuvenil - Futebol
Literatura infantojuvenil - Ficção
Literatura infantojuvenil - Ecologia
Literatura infantojuvenil - Diferenças
Literatura infantil - Ecologia
Literatura infantojuvenil - Aventura e Mistério
Poesia infantil - Bichos
Literatura infantojuvenil - África
Literatura infantil - Valores e sentimentos
Literatura infantil - Mentiras
Romance paquistanês - Leituraço
Romance nigeriano - Leituraço
Livro de imagens - Migração - Leituraço
Literatura infantojuvenil - Migração - Leituraço
Literatura infantojuvenil - Atletismo - Leituraço
Livro de imagens - Diversidade cultural - Leituraço
Literatura infantojuvenil - Diversidade cultural - Leituraço
Literatura infantojuvenil - Guerra - Leituraço
Conto infantojuvenil colombiano - Leituraço
Literatura infantojuvenil - Refugiados - Leituraço
Literatura infantojuvenil - Ditadura militar chilena - Leituraço
Literatura infantojuvenil - Conto chinês - Leituraço
Literatura juvenil - Migração - Leituraço
Literatura infantil espanhola - Refugiados - Leituraço
Literatura infantojuvenil - Exílio - Leituraço
HQ - Refugiados - Leituraço
Literatura juvenil - Refugiados - Leituraço
Ficção brasileira - Refugiados - Leituraço
Poesia alemã - Refugiados - Leituraço
Contos - Diversidade cultural - Leituraço
Literatura infantojuvenil - Afro-brasileiro
Literatura infantojuvenil - Mitologia grega
Literatura infantojuvenil - Diversidade de gênero
Literatura infantojuvenil - Ficção Científica
Literatura russa - Clássicos
Contos indianos
Literatura brasileira - Romance
Crônica brasileira - Valores
Literatura brasileira - Mistério
Literatura infantojuvenil - Contos de fadas / Terror
Literatura infantojuvenil  - Sentimentos
Contos brasileiros - Literatura periférica
Literatura infantil brasileira - Sentimentos
